ID;Recency;Frequency;Monetary;R;F;M;RFM_Concat;RFM_Score;RFM_Segment
6283;64.0;22.0;908.0;2;5;5;255;7.0;Fiéis
2246;91.0;8.0;183.0;1;2;3;123;3.5;Em Risco
6606;11.0;19.0;1161.0;5;5;5;555;10.0;Campeões
5545;72.0;14.0;988.0;2;4;5;245;6.5;Fiéis
837;0.0;12.0;174.0;5;3;3;533;8.0;Fiéis
9500;66.0;22.0;758.0;2;5;5;255;7.0;Fiéis
3602;42.0;11.0;195.0;3;3;3;333;6.0;Fiéis
234;60.0;6.0;31.0;2;1;1;211;3.0;Quase em risco
3068;1.0;6.0;43.0;5;1;1;511;6.0;Potencialmente fiéis
8955;54.0;5.0;49.0;3;1;2;312;4.5;Potencialmente fiéis
945;53.0;9.0;133.0;3;3;3;333;6.0;Fiéis
5644;96.0;15.0;363.0;1;4;4;144;5.0;Em Risco
7192;58.0;18.0;545.0;3;4;4;344;7.0;Fiéis
3439;64.0;15.0;296.0;2;4;4;244;6.0;Fiéis
1506;26.0;11.0;140.0;4;3;3;433;7.0;Fiéis
232;8.0;17.0;530.0;5;4;4;544;9.0;Campeões
8876;49.0;13.0;152.0;3;4;3;343;6.5;Fiéis
9739;55.0;8.0;114.0;3;2;3;323;5.5;Potencialmente fiéis
10395;25.0;10.0;101.0;4;3;3;433;7.0;Fiéis
1176;50.0;4.0;25.0;3;1;1;311;4.0;Potencialmente fiéis
938;30.0;7.0;87.0;4;2;3;423;6.5;Potencialmente fiéis
2740;81.0;11.0;90.0;1;3;3;133;4.0;Em Risco
257;74.0;20.0;1215.0;2;5;5;255;7.0;Fiéis
7736;36.0;7.0;61.0;4;2;2;422;6.0;Potencialmente fiéis
8210;64.0;18.0;405.0;2;4;4;244;6.0;Fiéis
833;62.0;9.0;72.0;2;3;2;232;4.5;Precisam de atenção
6230;53.0;14.0;189.0;3;4;3;343;6.5;Fiéis
7325;86.0;5.0;40.0;1;1;1;111;2.0;Hibernando
1307;15.0;10.0;63.0;5;3;2;532;7.5;Potencialmente fiéis
1502;67.0;7.0;52.0;2;2;2;222;4.0;Precisam de atenção
6211;47.0;5.0;39.0;3;1;1;311;4.0;Potencialmente fiéis
4174;81.0;8.0;130.0;1;2;3;123;3.5;Em Risco
6918;56.0;5.0;34.0;3;1;1;311;4.0;Potencialmente fiéis
286;48.0;12.0;152.0;3;3;3;333;6.0;Fiéis
11086;18.0;5.0;21.0;5;1;1;511;6.0;Potencialmente fiéis
1921;74.0;7.0;71.0;2;2;2;222;4.0;Precisam de atenção
7718;36.0;10.0;711.0;4;3;5;435;8.0;Fiéis
1291;90.0;16.0;351.0;1;4;4;144;5.0;Em Risco
4136;63.0;11.0;119.0;2;3;3;233;5.0;Fiéis
803;82.0;4.0;21.0;1;1;1;111;2.0;Hibernando
4298;63.0;4.0;10.0;2;1;1;211;3.0;Quase em risco
9606;64.0;13.0;1536.0;2;4;5;245;6.5;Fiéis
6653;72.0;18.0;418.0;2;4;4;244;6.0;Fiéis
5493;21.0;4.0;23.0;4;1;1;411;5.0;Potencialmente fiéis
5107;37.0;6.0;49.0;4;1;2;412;5.5;Potencialmente fiéis
8147;40.0;8.0;48.0;3;2;2;322;5.0;Potencialmente fiéis
1857;2.0;7.0;83.0;5;2;3;523;7.5;Potencialmente fiéis
11114;94.0;9.0;84.0;1;3;3;133;4.0;Em Risco
5429;10.0;10.0;183.0;5;3;3;533;8.0;Fiéis
9400;73.0;19.0;1383.0;2;5;5;255;7.0;Fiéis
1740;22.0;16.0;999.0;4;4;5;445;8.5;Campeões
195;21.0;14.0;246.0;4;4;4;444;8.0;Campeões
7527;97.0;9.0;76.0;1;3;2;132;3.5;Em Risco
2296;4.0;4.0;30.0;5;1;1;511;6.0;Potencialmente fiéis
10637;77.0;8.0;99.0;2;2;3;223;4.5;Precisam de atenção
907;36.0;18.0;362.0;4;4;4;444;8.0;Campeões
9516;90.0;28.0;1229.0;1;5;5;155;6.0;Em Risco
679;49.0;6.0;38.0;3;1;1;311;4.0;Potencialmente fiéis
7384;18.0;17.0;485.0;5;4;4;544;9.0;Campeões
5043;89.0;13.0;434.0;1;4;4;144;5.0;Em Risco
5267;43.0;5.0;44.0;3;1;2;312;4.5;Potencialmente fiéis
339;82.0;18.0;496.0;1;4;4;144;5.0;Em Risco
2516;84.0;7.0;78.0;1;2;2;122;3.0;Em Risco
4808;12.0;4.0;17.0;5;1;1;511;6.0;Potencialmente fiéis
5068;75.0;5.0;26.0;2;1;1;211;3.0;Quase em risco
7628;10.0;8.0;76.0;5;2;2;522;7.0;Potencialmente fiéis
7128;91.0;4.0;15.0;1;1;1;111;2.0;Hibernando
2811;21.0;7.0;62.0;4;2;2;422;6.0;Potencialmente fiéis
3551;28.0;10.0;198.0;4;3;3;433;7.0;Fiéis
1663;97.0;5.0;49.0;1;1;2;112;2.5;Hibernando
5543;49.0;25.0;802.0;3;5;5;355;8.0;Fiéis
10641;5.0;10.0;57.0;5;3;2;532;7.5;Potencialmente fiéis
1878;83.0;6.0;37.0;1;1;1;111;2.0;Hibernando
3099;48.0;16.0;310.0;3;4;4;344;7.0;Fiéis
3972;70.0;19.0;401.0;2;5;4;254;6.5;Fiéis
4603;50.0;21.0;656.0;3;5;5;355;8.0;Fiéis
10260;74.0;15.0;311.0;2;4;4;244;6.0;Fiéis
8789;77.0;14.0;274.0;2;4;4;244;6.0;Fiéis
6197;39.0;9.0;57.0;4;3;2;432;6.5;Potencialmente fiéis
4554;89.0;17.0;448.0;1;4;4;144;5.0;Em Risco
4937;62.0;5.0;44.0;2;1;2;212;3.5;Quase em risco
1920;59.0;8.0;102.0;2;2;3;223;4.5;Precisam de atenção
8749;68.0;5.0;61.0;2;1;2;212;3.5;Quase em risco
10377;37.0;15.0;397.0;4;4;4;444;8.0;Campeões
9206;36.0;26.0;1121.0;4;5;5;455;9.0;Campeões
6398;2.0;8.0;50.0;5;2;2;522;7.0;Potencialmente fiéis
7937;86.0;7.0;58.0;1;2;2;122;3.0;Em Risco
839;54.0;9.0;170.0;3;3;3;333;6.0;Fiéis
158;3.0;17.0;1196.0;5;4;5;545;9.5;Campeões
4832;84.0;8.0;101.0;1;2;3;123;3.5;Em Risco
5621;8.0;17.0;316.0;5;4;4;544;9.0;Campeões
11039;51.0;13.0;311.0;3;4;4;344;7.0;Fiéis
9635;13.0;8.0;129.0;5;2;3;523;7.5;Potencialmente fiéis
2173;23.0;5.0;32.0;4;1;1;411;5.0;Potencialmente fiéis
942;36.0;14.0;299.0;4;4;4;444;8.0;Campeões
9386;88.0;13.0;320.0;1;4;4;144;5.0;Em Risco
5510;2.0;16.0;441.0;5;4;4;544;9.0;Campeões
2253;15.0;6.0;85.0;5;1;3;513;7.0;Potencialmente fiéis
5181;58.0;4.0;24.0;3;1;1;311;4.0;Potencialmente fiéis
979;11.0;8.0;112.0;5;2;3;523;7.5;Potencialmente fiéis
10390;27.0;5.0;30.0;4;1;1;411;5.0;Potencialmente fiéis
4698;32.0;16.0;410.0;4;4;4;444;8.0;Campeões
1745;88.0;20.0;1313.0;1;5;5;155;6.0;Em Risco
10590;91.0;23.0;1483.0;1;5;5;155;6.0;Em Risco
8369;21.0;4.0;28.0;4;1;1;411;5.0;Potencialmente fiéis
5232;23.0;11.0;227.0;4;3;3;433;7.0;Fiéis
2407;10.0;20.0;1555.0;5;5;5;555;10.0;Campeões
7912;69.0;8.0;103.0;2;2;3;223;4.5;Precisam de atenção
7712;68.0;19.0;634.0;2;5;5;255;7.0;Fiéis
7275;34.0;10.0;131.0;4;3;3;433;7.0;Fiéis
1343;55.0;22.0;586.0;3;5;5;355;8.0;Fiéis
1384;10.0;7.0;62.0;5;2;2;522;7.0;Potencialmente fiéis
6181;36.0;27.0;939.0;4;5;5;455;9.0;Campeões
10507;14.0;15.0;797.0;5;4;5;545;9.5;Campeões
2698;52.0;17.0;415.0;3;4;4;344;7.0;Fiéis
3231;97.0;5.0;30.0;1;1;1;111;2.0;Hibernando
4096;24.0;12.0;187.0;4;3;3;433;7.0;Fiéis
10476;0.0;11.0;251.0;5;3;4;534;8.5;Fiéis
5948;96.0;12.0;237.0;1;3;4;134;4.5;Em Risco
9140;89.0;8.0;91.0;1;2;3;123;3.5;Em Risco
10258;94.0;6.0;35.0;1;1;1;111;2.0;Hibernando
5675;98.0;22.0;493.0;1;5;4;154;5.5;Em Risco
4743;72.0;28.0;971.0;2;5;5;255;7.0;Fiéis
8805;1.0;17.0;371.0;5;4;4;544;9.0;Campeões
1542;26.0;20.0;396.0;4;5;4;454;8.5;Campeões
6770;5.0;7.0;68.0;5;2;2;522;7.0;Potencialmente fiéis
8773;22.0;15.0;322.0;4;4;4;444;8.0;Campeões
10420;56.0;10.0;222.0;3;3;3;333;6.0;Fiéis
7514;74.0;12.0;177.0;2;3;3;233;5.0;Fiéis
793;24.0;6.0;45.0;4;1;2;412;5.5;Potencialmente fiéis
8702;10.0;6.0;22.0;5;1;1;511;6.0;Potencialmente fiéis
4791;35.0;5.0;41.0;4;1;1;411;5.0;Potencialmente fiéis
2963;56.0;21.0;1440.0;3;5;5;355;8.0;Fiéis
8216;7.0;17.0;325.0;5;4;4;544;9.0;Campeões
8140;51.0;10.0;95.0;3;3;3;333;6.0;Fiéis
10146;17.0;5.0;42.0;5;1;1;511;6.0;Potencialmente fiéis
5289;30.0;6.0;72.0;4;1;2;412;5.5;Potencialmente fiéis
2587;21.0;7.0;20.0;4;2;1;421;5.5;Potencialmente fiéis
4405;2.0;23.0;789.0;5;5;5;555;10.0;Campeões
8663;85.0;4.0;15.0;1;1;1;111;2.0;Hibernando
2589;65.0;8.0;59.0;2;2;2;222;4.0;Precisam de atenção
3421;64.0;22.0;908.0;2;5;5;255;7.0;Fiéis
10490;11.0;14.0;417.0;5;4;4;544;9.0;Campeões
4094;92.0;15.0;289.0;1;4;4;144;5.0;Em Risco
9958;54.0;21.0;769.0;3;5;5;355;8.0;Fiéis
2534;4.0;10.0;188.0;5;3;3;533;8.0;Fiéis
4188;53.0;14.0;354.0;3;4;4;344;7.0;Fiéis
6613;39.0;26.0;727.0;4;5;5;455;9.0;Campeões
10827;49.0;11.0;146.0;3;3;3;333;6.0;Fiéis
5491;70.0;16.0;319.0;2;4;4;244;6.0;Fiéis
8402;40.0;22.0;794.0;3;5;5;355;8.0;Fiéis
8783;40.0;18.0;454.0;3;4;4;344;7.0;Fiéis
10010;43.0;11.0;152.0;3;3;3;333;6.0;Fiéis
618;17.0;22.0;797.0;5;5;5;555;10.0;Campeões
361;84.0;4.0;20.0;1;1;1;111;2.0;Hibernando
2678;62.0;11.0;209.0;2;3;3;233;5.0;Fiéis
6376;83.0;19.0;545.0;1;5;4;154;5.5;Em Risco
524;47.0;6.0;96.0;3;1;3;313;5.0;Potencialmente fiéis
10341;45.0;10.0;222.0;3;3;3;333;6.0;Fiéis
5654;34.0;7.0;61.0;4;2;2;422;6.0;Potencialmente fiéis
4098;3.0;9.0;44.0;5;3;2;532;7.5;Potencialmente fiéis
5824;1.0;4.0;8.0;5;1;1;511;6.0;Potencialmente fiéis
2561;45.0;23.0;1371.0;3;5;5;355;8.0;Fiéis
5229;81.0;5.0;42.0;1;1;1;111;2.0;Hibernando
4086;77.0;5.0;60.0;2;1;2;212;3.5;Quase em risco
2428;23.0;9.0;78.0;4;3;2;432;6.5;Potencialmente fiéis
8254;48.0;4.0;23.0;3;1;1;311;4.0;Potencialmente fiéis
2836;61.0;4.0;19.0;2;1;1;211;3.0;Quase em risco
8418;60.0;7.0;61.0;2;2;2;222;4.0;Precisam de atenção
7152;64.0;5.0;37.0;2;1;1;211;3.0;Quase em risco
10033;54.0;5.0;38.0;3;1;1;311;4.0;Potencialmente fiéis
274;75.0;7.0;34.0;2;2;1;221;3.5;Quase em risco
3388;16.0;17.0;294.0;5;4;4;544;9.0;Campeões
922;79.0;6.0;48.0;2;1;2;212;3.5;Quase em risco
8588;92.0;15.0;289.0;1;4;4;144;5.0;Em Risco
2518;16.0;4.0;30.0;5;1;1;511;6.0;Potencialmente fiéis
574;96.0;7.0;125.0;1;2;3;123;3.5;Em Risco
3220;30.0;9.0;156.0;4;3;3;433;7.0;Fiéis
5967;60.0;9.0;70.0;2;3;2;232;4.5;Precisam de atenção
1183;11.0;4.0;22.0;5;1;1;511;6.0;Potencialmente fiéis
6856;75.0;9.0;65.0;2;3;2;232;4.5;Precisam de atenção
4682;88.0;13.0;310.0;1;4;4;144;5.0;Em Risco
1232;54.0;17.0;1244.0;3;4;5;345;7.5;Fiéis
1927;41.0;17.0;690.0;3;4;5;345;7.5;Fiéis
5788;46.0;12.0;209.0;3;3;3;333;6.0;Fiéis
5975;82.0;6.0;57.0;1;1;2;112;2.5;Hibernando
6875;38.0;17.0;529.0;4;4;4;444;8.0;Campeões
4399;3.0;16.0;1091.0;5;4;5;545;9.5;Campeões
4042;87.0;11.0;180.0;1;3;3;133;4.0;Em Risco
2157;49.0;10.0;77.0;3;3;2;332;5.5;Potencialmente fiéis
2525;65.0;18.0;534.0;2;4;4;244;6.0;Fiéis
8233;9.0;21.0;556.0;5;5;4;554;9.5;Campeões
2945;25.0;5.0;46.0;4;1;2;412;5.5;Potencialmente fiéis
10403;43.0;9.0;44.0;3;3;2;332;5.5;Potencialmente fiéis
5074;10.0;5.0;47.0;5;1;2;512;6.5;Potencialmente fiéis
4690;45.0;21.0;586.0;3;5;5;355;8.0;Fiéis
7196;20.0;4.0;13.0;4;1;1;411;5.0;Potencialmente fiéis
4406;29.0;25.0;1471.0;4;5;5;455;9.0;Campeões
9672;82.0;8.0;65.0;1;2;2;122;3.0;Em Risco
4864;68.0;12.0;175.0;2;3;3;233;5.0;Fiéis
4706;65.0;5.0;40.0;2;1;1;211;3.0;Quase em risco
3697;20.0;9.0;134.0;4;3;3;433;7.0;Fiéis
4220;26.0;7.0;87.0;4;2;3;423;6.5;Potencialmente fiéis
5286;68.0;10.0;217.0;2;3;3;233;5.0;Fiéis
7787;83.0;23.0;819.0;1;5;5;155;6.0;Em Risco
3102;32.0;5.0;32.0;4;1;1;411;5.0;Potencialmente fiéis
5868;49.0;6.0;46.0;3;1;2;312;4.5;Potencialmente fiéis
5763;63.0;18.0;380.0;2;4;4;244;6.0;Fiéis
7494;11.0;15.0;269.0;5;4;4;544;9.0;Campeões
2005;86.0;8.0;75.0;1;2;2;122;3.0;Em Risco
6885;36.0;6.0;55.0;4;1;2;412;5.5;Potencialmente fiéis
2072;34.0;21.0;1064.0;4;5;5;455;9.0;Campeões
9463;16.0;25.0;1443.0;5;5;5;555;10.0;Campeões
5751;54.0;5.0;38.0;3;1;1;311;4.0;Potencialmente fiéis
3340;56.0;20.0;436.0;3;5;4;354;7.5;Fiéis
3643;65.0;14.0;928.0;2;4;5;245;6.5;Fiéis
10128;21.0;27.0;907.0;4;5;5;455;9.0;Campeões
9;86.0;11.0;120.0;1;3;3;133;4.0;Em Risco
3865;14.0;7.0;73.0;5;2;2;522;7.0;Potencialmente fiéis
2853;74.0;12.0;275.0;2;3;4;234;5.5;Fiéis
6310;4.0;7.0;78.0;5;2;2;522;7.0;Potencialmente fiéis
10380;50.0;7.0;106.0;3;2;3;323;5.5;Potencialmente fiéis
3887;2.0;7.0;106.0;5;2;3;523;7.5;Potencialmente fiéis
1998;82.0;7.0;84.0;1;2;3;123;3.5;Em Risco
10795;14.0;7.0;48.0;5;2;2;522;7.0;Potencialmente fiéis
7998;77.0;9.0;112.0;2;3;3;233;5.0;Fiéis
3536;65.0;7.0;55.0;2;2;2;222;4.0;Precisam de atenção
125;65.0;17.0;271.0;2;4;4;244;6.0;Fiéis
2804;86.0;11.0;120.0;1;3;3;133;4.0;Em Risco
3745;92.0;8.0;103.0;1;2;3;123;3.5;Em Risco
9771;97.0;17.0;269.0;1;4;4;144;5.0;Em Risco
451;91.0;5.0;22.0;1;1;1;111;2.0;Hibernando
10530;0.0;16.0;1156.0;5;4;5;545;9.5;Campeões
6678;5.0;9.0;72.0;5;3;2;532;7.5;Potencialmente fiéis
3852;48.0;27.0;964.0;3;5;5;355;8.0;Fiéis
73;81.0;4.0;18.0;1;1;1;111;2.0;Hibernando
5589;95.0;24.0;793.0;1;5;5;155;6.0;Em Risco
10212;43.0;7.0;100.0;3;2;3;323;5.5;Potencialmente fiéis
6365;5.0;6.0;80.0;5;1;3;513;7.0;Potencialmente fiéis
5636;50.0;8.0;167.0;3;2;3;323;5.5;Potencialmente fiéis
591;76.0;20.0;677.0;2;5;5;255;7.0;Fiéis
2217;46.0;4.0;23.0;3;1;1;311;4.0;Potencialmente fiéis
2544;68.0;7.0;92.0;2;2;3;223;4.5;Precisam de atenção
7725;33.0;16.0;641.0;4;4;5;445;8.5;Campeões
5462;63.0;32.0;1174.0;2;5;5;255;7.0;Fiéis
7791;89.0;6.0;25.0;1;1;1;111;2.0;Hibernando
4037;77.0;4.0;20.0;2;1;1;211;3.0;Quase em risco
6642;50.0;11.0;102.0;3;3;3;333;6.0;Fiéis
5424;30.0;9.0;156.0;4;3;3;433;7.0;Fiéis
879;66.0;21.0;458.0;2;5;4;254;6.5;Fiéis
9530;16.0;4.0;17.0;5;1;1;511;6.0;Potencialmente fiéis
10699;30.0;8.0;92.0;4;2;3;423;6.5;Potencialmente fiéis
1497;8.0;16.0;407.0;5;4;4;544;9.0;Campeões
7476;93.0;23.0;1269.0;1;5;5;155;6.0;Em Risco
4390;14.0;23.0;841.0;5;5;5;555;10.0;Campeões
9916;92.0;8.0;54.0;1;2;2;122;3.0;Em Risco
8135;41.0;5.0;52.0;3;1;2;312;4.5;Potencialmente fiéis
8685;56.0;20.0;436.0;3;5;4;354;7.5;Fiéis
4967;19.0;15.0;268.0;5;4;4;544;9.0;Campeões
2130;4.0;8.0;147.0;5;2;3;523;7.5;Potencialmente fiéis
8175;71.0;8.0;137.0;2;2;3;223;4.5;Precisam de atenção
6257;81.0;17.0;507.0;1;4;4;144;5.0;Em Risco
3790;31.0;4.0;15.0;4;1;1;411;5.0;Potencialmente fiéis
3503;78.0;15.0;974.0;2;4;5;245;6.5;Fiéis
5223;80.0;8.0;66.0;1;2;2;122;3.0;Em Risco
1626;37.0;6.0;49.0;4;1;2;412;5.5;Potencialmente fiéis
4764;52.0;12.0;169.0;3;3;3;333;6.0;Fiéis
2471;39.0;12.0;299.0;4;3;4;434;7.5;Fiéis
4971;22.0;10.0;155.0;4;3;3;433;7.0;Fiéis
10069;43.0;5.0;58.0;3;1;2;312;4.5;Potencialmente fiéis
2262;74.0;15.0;311.0;2;4;4;244;6.0;Fiéis
1131;54.0;7.0;95.0;3;2;3;323;5.5;Potencialmente fiéis
1041;3.0;19.0;424.0;5;5;4;554;9.5;Campeões
24;96.0;12.0;47.0;1;3;2;132;3.5;Em Risco
3409;68.0;15.0;339.0;2;4;4;244;6.0;Fiéis
7943;40.0;6.0;35.0;3;1;1;311;4.0;Potencialmente fiéis
5272;64.0;20.0;562.0;2;5;4;254;6.5;Fiéis
800;57.0;6.0;32.0;3;1;1;311;4.0;Potencialmente fiéis
11092;78.0;7.0;41.0;2;2;1;221;3.5;Quase em risco
5062;71.0;5.0;39.0;2;1;1;211;3.0;Quase em risco
4480;61.0;19.0;401.0;2;5;4;254;6.5;Fiéis
9971;22.0;17.0;506.0;4;4;4;444;8.0;Campeões
1773;38.0;6.0;57.0;4;1;2;412;5.5;Potencialmente fiéis
1764;92.0;15.0;270.0;1;4;4;144;5.0;Em Risco
6215;24.0;6.0;31.0;4;1;1;411;5.0;Potencialmente fiéis
5423;35.0;4.0;16.0;4;1;1;411;5.0;Potencialmente fiéis
940;9.0;14.0;311.0;5;4;4;544;9.0;Campeões
3011;23.0;11.0;227.0;4;3;3;433;7.0;Fiéis
8286;55.0;8.0;122.0;3;2;3;323;5.5;Potencialmente fiéis
9668;14.0;9.0;77.0;5;3;2;532;7.5;Potencialmente fiéis
7019;49.0;13.0;211.0;3;4;3;343;6.5;Fiéis
7408;8.0;12.0;233.0;5;3;4;534;8.5;Fiéis
9986;8.0;10.0;54.0;5;3;2;532;7.5;Potencialmente fiéis
3276;53.0;7.0;78.0;3;2;2;322;5.0;Potencialmente fiéis
3570;64.0;13.0;244.0;2;4;4;244;6.0;Fiéis
3783;43.0;9.0;116.0;3;3;3;333;6.0;Fiéis
10207;40.0;4.0;15.0;3;1;1;311;4.0;Potencialmente fiéis
10906;52.0;16.0;425.0;3;4;4;344;7.0;Fiéis
5209;21.0;19.0;638.0;4;5;5;455;9.0;Campeões
10711;23.0;22.0;894.0;4;5;5;455;9.0;Campeões
10785;17.0;7.0;41.0;5;2;1;521;6.5;Potencialmente fiéis
2814;6.0;5.0;31.0;5;1;1;511;6.0;Potencialmente fiéis
6866;56.0;5.0;34.0;3;1;1;311;4.0;Potencialmente fiéis
3829;94.0;5.0;29.0;1;1;1;111;2.0;Hibernando
10141;1.0;4.0;20.0;5;1;1;511;6.0;Potencialmente fiéis
5177;56.0;16.0;396.0;3;4;4;344;7.0;Fiéis
7005;71.0;21.0;813.0;2;5;5;255;7.0;Fiéis
7485;48.0;10.0;138.0;3;3;3;333;6.0;Fiéis
8079;86.0;9.0;55.0;1;3;2;132;3.5;Em Risco
10352;2.0;9.0;117.0;5;3;3;533;8.0;Fiéis
13;57.0;6.0;32.0;3;1;1;311;4.0;Potencialmente fiéis
1834;77.0;6.0;67.0;2;1;2;212;3.5;Quase em risco
2285;0.0;15.0;335.0;5;4;4;544;9.0;Campeões
1378;24.0;23.0;694.0;4;5;5;455;9.0;Campeões
1404;89.0;13.0;231.0;1;4;4;144;5.0;Em Risco
6457;77.0;24.0;902.0;2;5;5;255;7.0;Fiéis
2639;45.0;9.0;68.0;3;3;2;332;5.5;Potencialmente fiéis
8299;46.0;6.0;71.0;3;1;2;312;4.5;Potencialmente fiéis
6437;80.0;6.0;76.0;1;1;2;112;2.5;Hibernando
6912;60.0;22.0;772.0;2;5;5;255;7.0;Fiéis
7327;71.0;9.0;47.0;2;3;2;232;4.5;Precisam de atenção
8143;49.0;13.0;265.0;3;4;4;344;7.0;Fiéis
3433;54.0;21.0;981.0;3;5;5;355;8.0;Fiéis
4712;18.0;7.0;82.0;5;2;3;523;7.5;Potencialmente fiéis
1170;45.0;14.0;244.0;3;4;4;344;7.0;Fiéis
6347;26.0;5.0;36.0;4;1;1;411;5.0;Potencialmente fiéis
4065;0.0;16.0;404.0;5;4;4;544;9.0;Campeões
8230;28.0;6.0;71.0;4;1;2;412;5.5;Potencialmente fiéis
5939;84.0;11.0;122.0;1;3;3;133;4.0;Em Risco
2156;38.0;10.0;41.0;4;3;1;431;6.0;Potencialmente fiéis
7788;53.0;4.0;10.0;3;1;1;311;4.0;Potencialmente fiéis
10323;88.0;13.0;304.0;1;4;4;144;5.0;Em Risco
7947;99.0;5.0;37.0;1;1;1;111;2.0;Hibernando
9256;5.0;27.0;1001.0;5;5;5;555;10.0;Campeões
295;77.0;22.0;1157.0;2;5;5;255;7.0;Fiéis
7397;45.0;21.0;688.0;3;5;5;355;8.0;Fiéis
6349;71.0;19.0;1319.0;2;5;5;255;7.0;Fiéis
10790;40.0;4.0;21.0;3;1;1;311;4.0;Potencialmente fiéis
10398;82.0;4.0;31.0;1;1;1;111;2.0;Hibernando
2431;70.0;6.0;67.0;2;1;2;212;3.5;Quase em risco
1890;95.0;4.0;25.0;1;1;1;111;2.0;Hibernando
10742;72.0;11.0;746.0;2;3;5;235;6.0;Fiéis
10356;5.0;5.0;32.0;5;1;1;511;6.0;Potencialmente fiéis
3565;62.0;9.0;72.0;2;3;2;232;4.5;Precisam de atenção
5294;49.0;10.0;57.0;3;3;2;332;5.5;Potencialmente fiéis
1958;85.0;25.0;660.0;1;5;5;155;6.0;Em Risco
7349;7.0;11.0;103.0;5;3;3;533;8.0;Fiéis
8799;6.0;11.0;153.0;5;3;3;533;8.0;Fiéis
1045;55.0;13.0;279.0;3;4;4;344;7.0;Fiéis
8070;98.0;12.0;264.0;1;3;4;134;4.5;Em Risco
7832;30.0;23.0;1526.0;4;5;5;455;9.0;Campeões
2202;98.0;6.0;69.0;1;1;2;112;2.5;Hibernando
4055;41.0;8.0;64.0;3;2;2;322;5.0;Potencialmente fiéis
10091;78.0;17.0;1067.0;2;4;5;245;6.5;Fiéis
7629;46.0;7.0;31.0;3;2;1;321;4.5;Potencialmente fiéis
10640;71.0;14.0;211.0;2;4;3;243;5.5;Fiéis
3498;6.0;25.0;877.0;5;5;5;555;10.0;Campeões
6742;82.0;4.0;11.0;1;1;1;111;2.0;Hibernando
1381;20.0;17.0;324.0;4;4;4;444;8.0;Campeões
2634;10.0;9.0;69.0;5;3;2;532;7.5;Potencialmente fiéis
10905;7.0;16.0;252.0;5;4;4;544;9.0;Campeões
1744;67.0;5.0;54.0;2;1;2;212;3.5;Quase em risco
1000;48.0;27.0;964.0;3;5;5;355;8.0;Fiéis
8605;36.0;7.0;68.0;4;2;2;422;6.0;Potencialmente fiéis
10304;77.0;5.0;60.0;2;1;2;212;3.5;Quase em risco
4351;90.0;5.0;55.0;1;1;2;112;2.5;Hibernando
7500;33.0;19.0;564.0;4;5;4;454;8.5;Campeões
10556;51.0;17.0;358.0;3;4;4;344;7.0;Fiéis
1064;18.0;5.0;42.0;5;1;1;511;6.0;Potencialmente fiéis
48;97.0;10.0;184.0;1;3;3;133;4.0;Em Risco
7610;32.0;19.0;460.0;4;5;4;454;8.5;Campeões
263;9.0;8.0;145.0;5;2;3;523;7.5;Potencialmente fiéis
10250;49.0;4.0;28.0;3;1;1;311;4.0;Potencialmente fiéis
3571;48.0;19.0;1101.0;3;5;5;355;8.0;Fiéis
7807;26.0;16.0;369.0;4;4;4;444;8.0;Campeões
3878;3.0;5.0;48.0;5;1;2;512;6.5;Potencialmente fiéis
5092;39.0;19.0;467.0;4;5;4;454;8.5;Campeões
2154;33.0;8.0;44.0;4;2;2;422;6.0;Potencialmente fiéis
5394;42.0;10.0;38.0;3;3;1;331;5.0;Potencialmente fiéis
3798;80.0;9.0;81.0;1;3;3;133;4.0;Em Risco
3524;9.0;10.0;167.0;5;3;3;533;8.0;Fiéis
5247;52.0;7.0;45.0;3;2;2;322;5.0;Potencialmente fiéis
2118;68.0;20.0;622.0;2;5;5;255;7.0;Fiéis
8812;45.0;7.0;48.0;3;2;2;322;5.0;Potencialmente fiéis
6616;47.0;16.0;461.0;3;4;4;344;7.0;Fiéis
2797;34.0;26.0;1073.0;4;5;5;455;9.0;Campeões
4328;81.0;8.0;55.0;1;2;2;122;3.0;Em Risco
9167;72.0;26.0;976.0;2;5;5;255;7.0;Fiéis
10560;23.0;5.0;20.0;4;1;1;411;5.0;Potencialmente fiéis
8312;80.0;6.0;43.0;1;1;1;111;2.0;Hibernando
5534;30.0;10.0;224.0;4;3;3;433;7.0;Fiéis
5093;15.0;9.0;101.0;5;3;3;533;8.0;Fiéis
7592;86.0;10.0;209.0;1;3;3;133;4.0;Em Risco
8895;68.0;21.0;968.0;2;5;5;255;7.0;Fiéis
2694;44.0;5.0;24.0;3;1;1;311;4.0;Potencialmente fiéis
8910;7.0;16.0;252.0;5;4;4;544;9.0;Campeões
7433;87.0;12.0;165.0;1;3;3;133;4.0;Em Risco
164;59.0;13.0;269.0;2;4;4;244;6.0;Fiéis
10477;16.0;7.0;102.0;5;2;3;523;7.5;Potencialmente fiéis
5150;64.0;7.0;47.0;2;2;2;222;4.0;Precisam de atenção
5283;72.0;10.0;144.0;2;3;3;233;5.0;Fiéis
7261;8.0;17.0;318.0;5;4;4;544;9.0;Campeões
9648;20.0;14.0;253.0;4;4;4;444;8.0;Campeões
2870;6.0;20.0;502.0;5;5;4;554;9.5;Campeões
8008;54.0;7.0;119.0;3;2;3;323;5.5;Potencialmente fiéis
